Rank,Score,Templates,TotalNodes,PackedNodes,PackRate,NumGroups,AvgUtilization
586,520.46,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,266,68.65
587,520.12,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,210,63.01
588,519.76,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,213,63.28
589,519.76,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,213,63.28
590,519.76,"PMU_1META|IO_3META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,274,69.38
591,519.50,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,201,62.05
592,519.34,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,219,63.83
593,519.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,209,62.82
594,519.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,209,62.82
595,519.18,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,193,61.22
596,519.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,209,62.82
597,519.02,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,213,63.20
598,518.50,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,274,69.25
599,518.50,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,274,69.25
600,518.48,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,217,63.55
601,518.48,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,217,63.55
602,518.48,"PMU_2META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,217,63.55
603,518.12,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,201,61.91
604,518.12,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,201,61.91
605,517.96,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,221,63.90
606,517.56,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,233,65.06
607,517.56,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,233,65.06
608,517.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,217,63.42
609,517.22,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,217,63.42
610,517.08,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,226,64.31
611,516.86,"PMU_2META|IO_3META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,62.59
612,516.78,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,268,68.48
613,516.44,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,205,62.14
614,516.44,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,205,62.14
615,516.22,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,208,62.42
616,516.08,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,276,69.21
617,516.08,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,276,69.21
618,515.42,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,192,60.74
619,515.02,"PMU_3META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,225,64.00
620,515.02,"PMU_3META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,225,64.00
621,514.80,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,193,60.78
622,514.80,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,193,60.78
623,514.70,"PMU_3META|IO_3META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,217,63.17
624,514.50,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,268,68.25
625,514.50,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,268,68.25
626,514.44,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,201,61.54
627,514.44,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,201,61.54
628,514.30,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,224,63.83
629,514.16,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,242,65.62
630,513.98,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,216,63.00
631,513.98,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,216,63.00
632,513.94,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,221,63.49
633,513.94,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,221,63.49
634,513.84,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,234,64.78
635,513.84,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,234,64.78
636,513.64,"PMU_3META|IO_3META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,225,63.86
637,513.54,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,201,61.45
638,513.54,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,201,61.45
639,513.44,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,276,68.94
640,513.44,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,276,68.94
641,513.16,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,266,67.92
642,513.16,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,242,65.52
643,513.16,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,242,65.52
644,512.98,"PMU_3META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,191,60.40
645,512.92,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,224,63.69
646,512.92,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,224,63.69
647,512.84,"PMU_1META|IO_3META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,234,64.68
648,512.78,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,242,65.48
649,512.78,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,242,65.48
650,512.44,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,246,65.84
651,511.92,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,231,64.29
652,511.88,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,209,62.09
653,511.78,"PMU_1META|IO_3META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,242,65.38
654,511.52,"PMU_2META|IO_3META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,233,64.45
655,511.52,"PMU_2META|IO_3META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,233,64.45
656,511.34,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,227,63.83
657,511.02,"PMU_3META|IO_2META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,219,63.00
658,511.02,"PMU_3META|IO_2META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,219,63.00
659,510.82,"PMU_2META|IO_3META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,241,65.18
660,510.48,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,225,63.55
661,510.48,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,225,63.55
662,510.46,"PMU_3META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,201,61.15
663,510.16,"PMU_1META|IO_3META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,217,62.72
664,509.96,"PMU_3META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,227,63.70
665,509.96,"PMU_3META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,227,63.70
666,509.88,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,199,60.89
667,509.88,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,199,60.89
668,509.86,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,201,61.09
669,509.60,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,216,62.56
670,509.60,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,216,62.56
671,509.56,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,209,61.86
672,509.56,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,209,61.86
673,509.56,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,241,65.06
674,509.56,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,241,65.06
675,509.46,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,234,64.35
676,509.46,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,234,64.35
677,509.10,"PMU_1META|IO_3META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,225,63.41
678,508.80,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,209,61.78
679,508.54,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,193,60.15
680,508.54,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,193,60.15
681,507.84,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,235,64.28
682,507.14,"PMU_2META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,243,65.01
683,507.14,"PMU_2META|IO_2META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,243,65.01
684,506.64,"PMU_3META|IO_2META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,219,62.56
685,506.64,"PMU_3META|IO_2META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,219,62.56
686,505.68,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,191,59.67
687,505.68,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,191,59.67
688,505.56,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,235,64.06
689,505.56,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,235,64.06
690,505.54,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,209,61.45
691,505.54,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,209,61.45
692,505.22,"PMU_3META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,201,60.62
693,505.16,"PMU_1META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,274,67.92
694,504.84,"PMU_1META|IO_3META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,266,67.08
695,504.84,"PMU_1META|IO_3META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,266,67.08
696,504.78,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,209,61.38
697,504.78,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,209,61.38
698,504.50,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,243,64.75
699,504.50,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,243,64.75
700,504.22,"PMU_2META|IO_3META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,233,63.72
701,504.16,"PMU_3META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,61.32
702,503.88,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,217,62.09
703,503.84,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,199,60.28
704,503.84,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,199,60.28
705,503.78,"PMU_1META|IO_3META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,274,67.78
706,503.78,"PMU_1META|IO_3META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,274,67.78
707,503.56,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,209,61.26
708,503.56,"PMU_2META|IO_2META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,209,61.26
709,503.14,"PMU_2META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,207,61.01
710,503.10,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,205,60.81
711,503.02,"PMU_3META|IO_3META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,217,62.00
712,503.02,"PMU_3META|IO_3META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,217,62.00
713,502.50,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,217,61.95
714,502.50,"PMU_2META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,217,61.95
715,502.46,"PMU_3META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,61.15
716,502.40,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,213,61.54
717,502.40,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,213,61.54
718,501.88,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,207,60.89
719,501.88,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,207,60.89
720,501.56,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,217,61.86
721,501.56,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,217,61.86
722,501.46,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,193,59.45
723,501.24,"PMU_2META|IO_3META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,209,61.02
724,501.16,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,268,66.92
725,501.16,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,234,63.52
726,501.16,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,234,63.52
727,501.10,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,201,60.21
728,501.06,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,202,60.31
729,501.06,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,202,60.31
730,500.82,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,205,60.58
731,500.82,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,205,60.58
732,500.76,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,201,60.18
733,500.76,"PMU_3META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,201,60.18
734,500.60,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,221,62.16
735,500.46,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,266,66.65
736,500.46,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,266,66.65
737,500.18,"PMU_2META|IO_3META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,217,61.72
738,500.10,"PMU_1META|IO_2META|COMPUTE_2META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,276,67.61
739,499.76,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,213,61.28
740,499.76,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,213,61.28
741,499.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,209,60.82
742,499.18,"PMU_2META|IO_2META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,209,60.82
743,499.18,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,193,59.22
744,499.18,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,193,59.22
745,498.54,"PMU_3META|IO_3META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,192,59.05
746,498.48,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,217,61.55
747,498.48,"PMU_1META|IO_3META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,217,61.55
748,498.18,"PMU_2META|IO_3META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,200,59.82
749,498.12,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,201,59.91
750,498.12,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,201,59.91
751,497.68,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,199,59.67
752,497.68,"PMU_3META|IO_2META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,199,59.67
753,497.36,"PMU_3META|IO_2META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,191,58.84
754,496.98,"PMU_3META|IO_3META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,217,61.40
755,496.98,"PMU_3META|IO_3META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,217,61.40
756,496.54,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,199,59.55
757,496.30,"PMU_3META|IO_2META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,199,59.53
758,496.28,"PMU_3META|IO_3META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,225,62.13
759,496.26,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,216,61.23
760,496.22,"PMU_2META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,241,63.72
761,496.12,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,234,63.01
762,496.08,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,276,67.21
763,496.08,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,276,67.21
764,495.90,"PMU_2META|IO_3META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,233,62.89
765,495.90,"PMU_2META|IO_3META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,233,62.89
766,495.56,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,224,61.96
767,495.56,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,224,61.96
768,495.42,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,242,63.74
769,495.42,"PMU_1META|IO_2META|COMPUTE_3META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,242,63.74
770,495.12,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,234,62.91
771,495.12,"PMU_1META|IO_3META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,234,62.91
772,495.02,"PMU_3META|IO_3META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,225,62.00
773,495.02,"PMU_3META|IO_3META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,225,62.00
774,494.84,"PMU_2META|IO_3META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,241,63.58
775,494.84,"PMU_2META|IO_3META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,241,63.58
776,494.42,"PMU_1META|IO_3META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,242,63.64
777,493.98,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,216,61.00
778,493.98,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,216,61.00
779,493.84,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,234,62.78
780,493.84,"PMU_1META|IO_2META|COMPUTE_3META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,234,62.78
