Rank,Score,Templates,TotalNodes,PackedNodes,PackRate,NumGroups,AvgUtilization
1,707.00,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,273,88.00
2,698.06,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,240,83.81
3,687.66,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,219,80.67
4,683.52,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,224,80.75
5,683.50,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,239,82.25
6,673.66,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,273,84.67
7,673.66,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,273,84.67
8,671.34,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,214,78.53
9,664.72,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,240,80.47
10,664.72,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,240,80.47
11,662.16,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,272,83.42
12,661.64,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,202,76.36
13,654.34,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,269,82.33
14,654.32,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,219,77.33
15,654.32,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,219,77.33
16,654.16,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,280,83.42
17,653.66,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,273,82.67
18,653.66,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,273,82.67
19,653.22,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,239,79.22
20,650.18,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,224,77.42
21,650.18,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,224,77.42
22,650.16,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,239,78.92
23,650.16,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,239,78.92
24,645.40,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,236,78.14
25,645.22,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,247,79.22
26,644.72,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,240,78.47
27,644.72,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,240,78.47
28,643.84,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,218,76.18
29,640.32,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,273,81.33
30,639.82,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,206,74.58
31,639.20,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,238,77.72
32,638.68,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,223,76.17
33,638.00,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,214,75.20
34,638.00,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,214,75.20
35,637.32,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,194,73.13
36,636.12,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,272,80.81
37,635.84,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,226,76.18
38,634.32,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,219,75.33
39,634.32,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,219,75.33
40,633.08,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,235,76.81
41,632.78,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,217,74.98
42,631.38,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,240,77.14
43,631.20,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,246,77.72
44,630.86,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,220,75.09
45,630.68,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,231,76.17
46,630.18,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,224,75.42
47,630.18,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,224,75.42
48,630.16,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,239,76.92
49,630.16,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,239,76.92
50,628.82,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,272,80.08
51,628.82,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,272,80.08
52,628.30,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,202,73.03
53,628.30,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,202,73.03
54,627.36,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,213,74.04
55,627.18,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,239,76.62
56,624.68,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,267,79.17
57,622.38,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,210,73.24
58,621.00,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,269,79.00
59,621.00,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,269,79.00
60,620.98,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,219,74.00
61,620.82,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,280,80.08
62,620.82,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,280,80.08
63,620.50,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,272,79.25
64,619.88,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,239,75.89
65,619.88,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,239,75.89
66,619.44,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,280,79.94
67,619.36,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,221,74.04
68,618.20,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,201,71.92
69,618.00,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,214,73.20
70,618.00,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,214,73.20
71,617.80,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,218,73.58
72,616.84,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,224,74.08
73,616.82,"PMU_1META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,239,75.58
74,615.74,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,234,74.97
75,613.16,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,238,75.12
76,612.64,"PMU_3META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,223,73.56
77,612.06,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,236,74.81
78,612.06,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,236,74.81
79,611.88,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,247,75.89
80,611.88,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,247,75.89
81,611.56,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,239,75.06
82,610.50,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,218,72.85
83,610.50,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,218,72.85
84,610.50,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,247,75.75
85,610.20,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,209,71.92
86,609.50,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,268,77.75
87,608.82,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,272,78.08
88,608.82,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,272,78.08
89,608.30,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,202,71.03
90,608.30,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,202,71.03
91,606.60,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,200,70.66
92,606.48,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,206,71.25
93,606.48,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,206,71.25
94,605.86,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,238,74.39
95,605.86,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,238,74.39
96,605.34,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,223,72.83
97,605.34,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,223,72.83
98,604.66,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_2",423,423,100.00,214,71.87
99,603.98,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,194,69.80
100,603.98,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,194,69.80
101,602.78,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,272,77.48
102,602.78,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,272,77.48
103,602.50,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,226,72.85
104,602.50,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,226,72.85
105,602.18,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,218,72.02
106,602.08,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,280,78.21
107,601.50,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,276,77.75
108,601.32,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,213,71.43
109,601.20,"PMU_3META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,218,71.92
110,601.12,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,226,72.71
111,601.00,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,269,77.00
112,601.00,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,269,77.00
113,600.82,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,280,78.08
114,600.82,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,280,78.08
115,600.56,"PMU_2META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,235,73.56
116,599.88,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,239,73.89
117,599.88,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,239,73.89
118,599.74,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,235,73.47
119,599.74,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,235,73.47
120,599.44,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,217,71.64
121,599.44,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,217,71.64
122,598.78,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,235,73.38
123,597.86,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,246,74.39
124,597.86,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,246,74.39
125,597.54,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,238,73.55
126,597.52,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,220,71.75
127,597.52,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,220,71.75
128,597.34,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,231,72.83
129,597.34,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,231,72.83
130,597.02,"PMU_3META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,223,72.00
131,596.48,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,246,74.25
132,595.96,"PMU_3META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,231,72.70
133,595.82,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,205,70.08
134,595.72,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,218,71.37
135,595.48,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,272,76.75
136,594.96,"PMU_2META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_3",423,423,100.00,202,69.70
137,594.18,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,193,68.72
138,594.02,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,213,70.70
139,594.02,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,213,70.70
140,593.84,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,239,73.28
141,593.84,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,239,73.28
142,593.14,"PMU_2META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,247,74.01
143,592.56,"PMU_2META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,243,73.56
144,592.16,"PMU_2META|IO_1META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,201,69.32
145,592.06,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,236,72.81
146,592.06,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,236,72.81
147,591.88,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,247,73.89
148,591.88,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,247,73.89
149,591.34,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,267,75.83
150,591.34,"PMU_1META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,267,75.83
151,590.72,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,202,69.27
152,590.50,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,218,70.85
153,590.50,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,218,70.85
154,589.04,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,210,69.90
155,589.04,"PMU_2META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,210,69.90
156,588.98,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,216,70.50
157,588.84,"PMU_1META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,234,72.28
158,587.82,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,213,70.08
159,587.66,"PMU_1META|IO_2META|COMPUTE_DIRECT|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,269,75.67
160,587.48,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,280,76.75
161,587.16,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,272,75.92
162,587.16,"PMU_1META|IO_1META|COMPUTE_3META|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,272,75.92
163,586.80,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,210,69.68
164,586.54,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_2POST|META_CHAIN_1",423,423,100.00,239,72.55
165,586.48,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,206,69.25
166,586.48,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,206,69.25
167,586.18,"PMU_3META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,201,68.72
168,586.10,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,280,76.61
169,586.10,"PMU_1META|IO_1META|COMPUTE_2META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,280,76.61
170,586.02,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_0POST|META_CHAIN_2",423,423,100.00,221,70.70
171,586.02,"PMU_2META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_1POST|META_CHAIN_2",423,423,100.00,221,70.70
172,586.02,"PMU_3META|IO_2META|COMPUTE_1META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,219,70.50
173,585.86,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_2",423,423,100.00,238,72.39
174,585.86,"PMU_1META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_2",423,423,100.00,238,72.39
175,585.70,"PMU_2META|IO_1META|COMPUTE_3META|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,213,69.87
176,585.34,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,223,70.83
177,585.34,"PMU_3META|IO_1META|COMPUTE_1META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,223,70.83
178,584.86,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,201,68.59
179,584.86,"PMU_2META|IO_1META|COMPUTE_1META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,201,68.59
180,584.64,"PMU_2META|IO_1META|COMPUTE_2META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,221,70.56
181,584.46,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_1POST|META_CHAIN_3",423,423,100.00,218,70.25
182,584.46,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_0POST|META_CHAIN_3",423,423,100.00,218,70.25
183,583.98,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,194,67.80
184,583.98,"PMU_3META|IO_1META|COMPUTE_DIRECT|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,194,67.80
185,583.76,"PMU_1META|IO_1META|COMPUTE_3META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,226,70.98
186,583.46,"PMU_1META|IO_2META|COMPUTE_2META|MATMUL_1PRE_0POST|META_CHAIN_1",423,423,100.00,268,75.15
187,582.78,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_1PRE_2POST|META_CHAIN_1",423,423,100.00,272,75.48
188,582.78,"PMU_1META|IO_1META|COMPUTE_2META|MATMUL_2PRE_1POST|META_CHAIN_1",423,423,100.00,272,75.48
189,582.50,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_1PRE_2POST|META_CHAIN_3",423,423,100.00,226,70.85
190,582.50,"PMU_1META|IO_1META|COMPUTE_1META_NOEW|MATMUL_2PRE_1POST|META_CHAIN_3",423,423,100.00,226,70.85
191,582.40,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_2PRE_0POST|META_CHAIN_1",423,423,100.00,234,71.64
192,582.40,"PMU_2META|IO_3META|COMPUTE_DIRECT|MATMUL_1PRE_1POST|META_CHAIN_1",423,423,100.00,234,71.64
193,582.10,"PMU_3META|IO_2META|COMPUTE_DIRECT|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,192,67.41
194,580.98,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_3",423,423,100.00,224,70.50
195,580.84,"PMU_1META|IO_2META|COMPUTE_1META_NOEW|MATMUL_1PRE_0POST|META_CHAIN_2",423,423,100.00,242,72.28
